Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Host_Country,Tournament_Decade,Goal_Difference,Match_Outcome,Home_Win,Away_Win,Draw,Winning_Margin,Stage_Normalized,Is_Knockout,Goals_Per_Match,Tournament_Number,Is_Host_Match,Went_To_Extra_Time,Decided_On_Penalties,Went_To_Shootout,Match_Importance,Home_Continent,Away_Continent,Host_Continent
1982,1982-06-25 21:00:00,Group Stage,Luis Casanova,Valencia ,Northern Ireland,1.0,0.0,Spain,,Spain,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,12,True,False,False,False,1,Europe,Europe,Europe
1982,1982-06-28 17:15:00,Group Stage,Vicente Calderon,Madrid ,Austria,0.0,1.0,France,,Spain,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-06-28 21:00:00,Group Stage,Camp Nou,Barcelona ,Poland,3.0,0.0,Belgium,,Spain,1980,3.0,Home Win,True,False,False,Rout,Group Stage,False,3.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-06-29 17:15:00,Group Stage,Sarria,Barcelona ,Italy,2.0,1.0,Argentina,,Spain,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,12,False,False,False,False,1,Europe,South America,Europe
1982,1982-06-29 21:00:00,Group Stage,Santiago Bernabeu,Madrid ,Germany FR,0.0,0.0,England,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,0.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-07-01 17:15:00,Group Stage,Vicente Calderon,Madrid ,Austria,2.0,2.0,Northern Ireland,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,4.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-07-01 21:00:00,Group Stage,Camp Nou,Barcelona ,Belgium,0.0,1.0,Soviet Union,,Spain,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-07-02 17:15:00,Group Stage,Sarria,Barcelona ,Argentina,1.0,3.0,Brazil,,Spain,1980,2.0,Away Win,False,True,False,Clear,Group Stage,False,4.0,12,False,False,False,False,1,South America,South America,Europe
1982,1982-07-02 21:00:00,Group Stage,Santiago Bernabeu,Madrid ,Germany FR,2.0,1.0,Spain,,Spain,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,12,True,False,False,False,1,Europe,Europe,Europe
1982,1982-07-04 17:15:00,Group Stage,Vicente Calderon,Madrid ,France,4.0,1.0,Northern Ireland,,Spain,1980,3.0,Home Win,True,False,False,Rout,Group Stage,False,5.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-07-04 21:00:00,Group Stage,Camp Nou,Barcelona ,Poland,0.0,0.0,Soviet Union,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,0.0,12,False,False,False,False,1,Europe,Europe,Europe
1982,1982-07-05 17:15:00,Group Stage,Sarria,Barcelona ,Italy,3.0,2.0,Brazil,,Spain,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,5.0,12,False,False,False,False,1,Europe,South America,Europe
1982,1982-07-05 21:00:00,Group Stage,Santiago Bernabeu,Madrid ,Spain,0.0,0.0,England,,Spain,1980,0.0,Draw,False,False,True,,Group Stage,False,0.0,12,True,False,False,False,1,Europe,Europe,Europe
1982,1982-07-08 17:15:00,Semi-finals,Camp Nou,Barcelona ,Poland,0.0,2.0,Italy,,Spain,1980,2.0,Away Win,False,True,False,Clear,Semi-finals,True,2.0,12,False,False,False,False,6,Europe,Europe,Europe
1982,1982-07-08 21:00:00,Semi-finals,Ramon Sanchez Pizjuan,Seville ,Germany FR,3.0,3.0,France,win on penalties (5 - 4),Spain,1980,0.0,Draw,False,False,True,,Semi-finals,True,6.0,12,False,False,True,True,6,Europe,Europe,Europe
1982,1982-07-10 20:00:00,Third Place Match,Jose Rico Perez,Alicante ,Poland,3.0,2.0,France,,Spain,1980,1.0,Home Win,True,False,False,Narrow,Third Place Match,True,5.0,12,False,False,False,False,5,Europe,Europe,Europe
1982,1982-07-11 20:00:00,Final,Santiago Bernabeu,Madrid ,Italy,3.0,1.0,Germany FR,,Spain,1980,2.0,Home Win,True,False,False,Clear,Final,True,4.0,12,False,False,False,False,7,Europe,Europe,Europe
1986,1986-05-31 12:00:00,Group Stage,Estadio Azteca,Mexico City ,Bulgaria,1.0,1.0,Italy,,Mexico,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,13,False,False,False,False,1,Europe,Europe,North America
1986,1986-06-01 16:00:00,Group Stage,Nou Camp - Estadio Le�n,Leon ,Canada,0.0,1.0,France,,Mexico,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,13,False,False,False,False,1,North America,Europe,North America
1986,1986-06-01 12:00:00,Group Stage,Jalisco,Guadalajara ,Spain,0.0,1.0,Brazil,,Mexico,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,13,False,False,False,False,1,Europe,South America,North America
1986,1986-06-02 12:00:00,Group Stage,Estadio Irapuato,Irapuato ,Soviet Union,6.0,0.0,Hungary,,Mexico,1980,6.0,Home Win,True,False,False,Rout,Group Stage,False,6.0,13,False,False,False,False,1,Europe,Europe,North America
1986,1986-06-02 12:00:00,Group Stage,Estadio Ol�mpico Universitario,Mexico City ,Argentina,3.0,1.0,Republic of Korea,,Mexico,1980,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,13,False,False,False,False,1,South America,Asia,North America
1986,1986-06-02 16:00:00,Group Stage,Estadio Universitario,Monterrey ,Morocco,0.0,0.0,Poland,,Mexico,1980,0.0,Draw,False,False,True,,Group Stage,False,0.0,13,False,False,False,False,1,Africa,Europe,North America
1986,1986-06-03 12:00:00,Group Stage,Tres de Marzo,Guadalajara ,Algeria,1.0,1.0,Northern Ireland,,Mexico,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,13,False,False,False,False,1,Africa,Europe,North America
1986,1986-06-03 12:00:00,Group Stage,Estadio Azteca,Mexico City ,Belgium,1.0,2.0,Mexico,,Mexico,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,3.0,13,True,False,False,False,1,Europe,North America,North America
1986,1986-06-03 16:00:00,Group Stage,Tecnologico,Monterrey ,Portugal,1.0,0.0,England,,Mexico,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,13,False,False,False,False,1,Europe,Europe,North America
1986,1986-06-04 12:00:00,Group Stage,Bombonera - Estadio Nemesio Diez,Toluca ,Paraguay,1.0,0.0,Iraq,,Mexico,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,13,False,False,False,False,1,South America,Asia,North America
1986,1986-06-04 16:00:00,Group Stage,Neza,Nezahualcoyotl ,Scotland,0.0,1.0,Denmark,,Mexico,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,13,False,False,False,False,1,Europe,Europe,North America
1986,1986-06-04 12:00:00,Group Stage,Estadio Corregidora,Queretaro ,Uruguay,1.0,1.0,Germany FR,,Mexico,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,13,False,False,False,False,1,South America,Europe,North America
1986,1986-06-05 12:00:00,Group Stage,Cuauhtemoc,Puebla ,Italy,1.0,1.0,Argentina,,Mexico,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,13,False,False,False,False,1,Europe,South America,North America
1986,1986-06-05 12:00:00,Group Stage,Nou Camp - Estadio Le�n,Leon ,France,1.0,1.0,Soviet Union,,Mexico,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,13,False,False,False,False,1,Europe,Europe,North America
1986,1986-06-05 16:00:00,Group Stage,Estadio Ol�mpico Universitario,Mexico City ,Republic of Korea,1.0,1.0,Bulgaria,,Mexico,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,13,False,False,False,False,1,Asia,Europe,North America
1986,1986-06-06 12:00:00,Group Stage,Estadio Irapuato,Irapuato ,Hungary,2.0,0.0,Canada,,Mexico,1980,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,13,False,False,False,False,1,Europe,North America,North America
1986,1986-06-06 12:00:00,Group Stage,Jalisco,Guadalajara ,Brazil,1.0,0.0,Algeria,,Mexico,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,13,False,False,False,False,1,South America,Africa,North America
1986,1986-06-06 16:00:00,Group Stage,Tecnologico,Monterrey ,England,0.0,0.0,Morocco,,Mexico,1980,0.0,Draw,False,False,True,,Group Stage,False,0.0,13,False,False,False,False,1,Europe,Africa,North America
1986,1986-06-07 12:00:00,Group Stage,Tres de Marzo,Guadalajara ,Northern Ireland,1.0,2.0,Spain,,Mexico,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,3.0,13,False,False,False,False,1,Europe,Europe,North America
1986,1986-06-07 12:00:00,Group Stage,Estadio Azteca,Mexico City ,Mexico,1.0,1.0,Paraguay,,Mexico,1980,0.0,Draw,False,False,True,,Group Stage,False,2.0,13,True,False,False,False,1,North America,South America,North America
1986,1986-06-07 16:00:00,Group Stage,Estadio Universitario,Monterrey ,Poland,1.0,0.0,Portugal,,Mexico,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,13,False,False,False,False,1,Europe,Europe,North America
1986,1986-06-08 12:00:00,Group Stage,Bombonera - Estadio Nemesio Diez,Toluca ,Iraq,1.0,2.0,Belgium,,Mexico,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,3.0,13,False,False,False,False,1,Asia,Europe,North America
1986,1986-06-08 16:00:00,Group Stage,Neza,Nezahualcoyotl ,Denmark,6.0,1.0,Uruguay,,Mexico,1980,5.0,Home Win,True,False,False,Rout,Group Stage,False,7.0,13,False,False,False,False,1,Europe,South America,North America
1986,1986-06-08 12:00:00,Group Stage,Estadio Corregidora,Queretaro ,Germany FR,2.0,1.0,Scotland,,Mexico,1980,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,13,False,False,False,False,1,Europe,Europe,North America
1986,1986-06-09 12:00:00,Group Stage,Nou Camp - Estadio Le�n,Leon ,Hungary,0.0,3.0,France,,Mexico,1980,3.0,Away Win,False,True,False,Rout,Group Stage,False,3.0,13,False,False,False,False,1,Europe,Europe,North America
1986,1986-06-09 12:00:00,Group Stage,Estadio Irapuato,Irapuato ,Soviet Union,2.0,0.0,Canada,,Mexico,1980,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,13,False,False,False,False,1,Europe,North America,North America
1986,1986-06-10 12:00:00,Group Stage,Cuauhtemoc,Puebla ,Republic of Korea,2.0,3.0,Italy,,Mexico,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,5.0,13,False,False,False,False,1,Asia,Europe,North America
1986,1986-06-10 12:00:00,Group Stage,Estadio Ol�mpico Universitario,Mexico City ,Argentina,2.0,0.0,Bulgaria,,Mexico,1980,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,13,False,False,False,False,1,South America,Europe,North America
1986,1986-06-11 12:00:00,Group Stage,Bombonera - Estadio Nemesio Diez,Toluca ,Paraguay,2.0,2.0,Belgium,,Mexico,1980,0.0,Draw,False,False,True,,Group Stage,False,4.0,13,False,False,False,False,1,South America,Europe,North America
1986,1986-06-11 12:00:00,Group Stage,Estadio Azteca,Mexico City ,Iraq,0.0,1.0,Mexico,,Mexico,1980,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,13,True,False,False,False,1,Asia,North America,North America
1986,1986-06-11 16:00:00,Group Stage,Tres de Marzo,Guadalajara ,Portugal,1.0,3.0,Morocco,,Mexico,1980,2.0,Away Win,False,True,False,Clear,Group Stage,False,4.0,13,False,False,False,False,1,Europe,Africa,North America
1986,1986-06-11 16:00:00,Group Stage,Tecnologico,Monterrey ,England,3.0,0.0,Poland,,Mexico,1980,3.0,Home Win,True,False,False,Rout,Group Stage,False,3.0,13,False,False,False,False,1,Europe,Europe,North America
1986,1986-06-12 12:00:00,Group Stage,Jalisco,Guadalajara ,Northern Ireland,0.0,3.0,Brazil,,Mexico,1980,3.0,Away Win,False,True,False,Rout,Group Stage,False,3.0,13,False,False,False,False,1,Europe,South America,North America
1986,1986-06-12 12:00:00,Group Stage,Tecnologico,Monterrey ,Algeria,0.0,3.0,Spain,,Mexico,1980,3.0,Away Win,False,True,False,Rout,Group Stage,False,3.0,13,False,False,False,False,1,Africa,Europe,North America
1986,1986-06-13 12:00:00,Group Stage,Neza,Nezahualcoyotl ,Scotland,0.0,0.0,Uruguay,,Mexico,1980,0.0,Draw,False,False,True,,Group Stage,False,0.0,13,False,False,False,False,1,Europe,South America,North America
1986,1986-06-13 12:00:00,Group Stage,Estadio Corregidora,Queretaro ,Denmark,2.0,0.0,Germany FR,,Mexico,1980,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,13,False,False,False,False,1,Europe,Europe,North America
1986,1986-06-15 16:00:00,Round of 16,Nou Camp - Estadio Le�n,Leon ,Soviet Union,3.0,4.0,Belgium,Belgium win after extra time,Mexico,1980,1.0,Away Win,False,True,False,Narrow,Round of 16,True,7.0,13,False,True,False,False,3,Europe,Europe,North America
1986,1986-06-15 12:00:00,Round of 16,Estadio Azteca,Mexico City ,Mexico,2.0,0.0,Bulgaria,,Mexico,1980,2.0,Home Win,True,False,False,Clear,Round of 16,True,2.0,13,True,False,False,False,3,North America,Europe,North America
1986,1986-06-16 16:00:00,Round of 16,Cuauhtemoc,Puebla ,Argentina,1.0,0.0,Uruguay,,Mexico,1980,1.0,Home Win,True,False,False,Narrow,Round of 16,True,1.0,13,False,False,False,False,3,South America,South America,North America
1986,1986-06-16 12:00:00,Round of 16,Jalisco,Guadalajara ,Brazil,4.0,0.0,Poland,,Mexico,1980,4.0,Home Win,True,False,False,Rout,Round of 16,True,4.0,13,False,False,False,False,3,South America,Europe,North America
1986,1986-06-17 12:00:00,Round of 16,Estadio Ol�mpico Universitario,Mexico City ,Italy,0.0,2.0,France,,Mexico,1980,2.0,Away Win,False,True,False,Clear,Round of 16,True,2.0,13,False,False,False,False,3,Europe,Europe,North America
1986,1986-06-17 16:00:00,Round of 16,Estadio Universitario,Monterrey ,Morocco,0.0,1.0,Germany FR,,Mexico,1980,1.0,Away Win,False,True,False,Narrow,Round of 16,True,1.0,13,False,False,False,False,3,Africa,Europe,North America
1986,1986-06-18 12:00:00,Round of 16,Estadio Azteca,Mexico City ,England,3.0,0.0,Paraguay,,Mexico,1980,3.0,Home Win,True,False,False,Rout,Round of 16,True,3.0,13,False,False,False,False,3,Europe,South America,North America
1986,1986-06-18 16:00:00,Round of 16,Estadio Corregidora,Queretaro ,Denmark,1.0,5.0,Spain,,Mexico,1980,4.0,Away Win,False,True,False,Rout,Round of 16,True,6.0,13,False,False,False,False,3,Europe,Europe,North America
1986,1986-06-21 12:00:00,Quarter-finals,Jalisco,Guadalajara ,Brazil,1.0,1.0,France,France win on penalties (3 - 4),Mexico,1980,0.0,Draw,False,False,True,,Quarter-finals,True,2.0,13,False,False,True,True,4,South America,Europe,North America
1986,1986-06-21 16:00:00,Quarter-finals,Estadio Universitario,Monterrey ,Germany FR,0.0,0.0,Mexico,Germany FR win on penalties (4 - 1),Mexico,1980,0.0,Draw,False,False,True,,Quarter-finals,True,0.0,13,True,False,True,True,4,Europe,North America,North America
1986,1986-06-22 16:00:00,Quarter-finals,Cuauhtemoc,Puebla ,Spain,1.0,1.0,Belgium,Belgium win on penalties (4 - 5),Mexico,1980,0.0,Draw,False,False,True,,Quarter-finals,True,2.0,13,False,False,True,True,4,Europe,Europe,North America
1986,1986-06-22 12:00:00,Quarter-finals,Estadio Azteca,Mexico City ,Argentina,2.0,1.0,England,,Mexico,1980,1.0,Home Win,True,False,False,Narrow,Quarter-finals,True,3.0,13,False,False,False,False,4,South America,Europe,North America
1986,1986-06-25 12:00:00,Semi-finals,Jalisco,Guadalajara ,France,0.0,2.0,Germany FR,,Mexico,1980,2.0,Away Win,False,True,False,Clear,Semi-finals,True,2.0,13,False,False,False,False,6,Europe,Europe,North America
1986,1986-06-25 16:00:00,Semi-finals,Estadio Azteca,Mexico City ,Argentina,2.0,0.0,Belgium,,Mexico,1980,2.0,Home Win,True,False,False,Clear,Semi-finals,True,2.0,13,False,False,False,False,6,South America,Europe,North America
1986,1986-06-28 12:00:00,Third Place Match,Cuauhtemoc,Puebla ,France,4.0,2.0,Belgium,France win after extra time,Mexico,1980,2.0,Home Win,True,False,False,Clear,Third Place Match,True,6.0,13,False,True,False,False,5,Europe,Europe,North America
1986,1986-06-29 12:00:00,Final,Estadio Azteca,Mexico City ,Argentina,3.0,2.0,Germany FR,,Mexico,1980,1.0,Home Win,True,False,False,Narrow,Final,True,5.0,13,False,False,False,False,7,South America,Europe,North America
1990,1990-06-08 18:00:00,Group Stage,Giuseppe Meazza,Milan ,Argentina,0.0,1.0,Cameroon,,Italy,1990,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,14,False,False,False,False,1,South America,Africa,Europe
1990,1990-06-09 17:00:00,Group Stage,Stadio San Nicola,Bari ,Soviet Union,0.0,2.0,Romania,,Italy,1990,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,14,False,False,False,False,1,Europe,Europe,Europe
1990,1990-06-09 17:00:00,Group Stage,Renato Dall Ara,Bologna ,United Arab Emirates,0.0,2.0,Colombia,,Italy,1990,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,14,False,False,False,False,1,Asia,South America,Europe
1990,1990-06-09 21:00:00,Group Stage,Stadio Olimpico,Rome ,Italy,1.0,0.0,Austria,,Italy,1990,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,14,True,False,False,False,1,Europe,Europe,Europe
1990,1990-06-10 17:00:00,Group Stage,Comunale,Florence ,United States,1.0,5.0,Czechoslovakia,,Italy,1990,4.0,Away Win,False,True,False,Rout,Group Stage,False,6.0,14,False,False,False,False,1,North America,Europe,Europe
1990,1990-06-10 21:00:00,Group Stage,Stadio delle Alpi,Turin ,Brazil,2.0,1.0,Sweden,,Italy,1990,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,14,False,False,False,False,1,South America,Europe,Europe
1990,1990-06-10 21:00:00,Group Stage,Giuseppe Meazza,Milan ,Germany FR,4.0,1.0,Yugoslavia,,Italy,1990,3.0,Home Win,True,False,False,Rout,Group Stage,False,5.0,14,False,False,False,False,1,Europe,Europe,Europe
1990,1990-06-11 17:00:00,Group Stage,Luigi Ferraris,Genoa ,Costa Rica,1.0,0.0,Scotland,,Italy,1990,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,14,False,False,False,False,1,North America,Europe,Europe
1990,1990-06-11 21:00:00,Group Stage,Sant Elia,Cagliari ,England,1.0,1.0,Republic of Ireland,,Italy,1990,0.0,Draw,False,False,True,,Group Stage,False,2.0,14,False,False,False,False,1,Europe,Europe,Europe
1990,1990-06-12 17:00:00,Group Stage,Marc Antonio Bentegodi,Verona ,Belgium,2.0,0.0,Republic of Korea,,Italy,1990,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,14,False,False,False,False,1,Europe,Asia,Europe
1990,1990-06-12 21:00:00,Group Stage,Della Favorita,Palermo ,Netherlands,1.0,1.0,Egypt,,Italy,1990,0.0,Draw,False,False,True,,Group Stage,False,2.0,14,False,False,False,False,1,Europe,Africa,Europe
1990,1990-06-13 17:00:00,Group Stage,Dacia Arena,Udine ,Uruguay,0.0,0.0,Spain,,Italy,1990,0.0,Draw,False,False,True,,Group Stage,False,0.0,14,False,False,False,False,1,South America,Europe,Europe
1990,1990-06-13 21:00:00,Group Stage,San Paolo,Naples ,Argentina,2.0,0.0,Soviet Union,,Italy,1990,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,14,False,False,False,False,1,South America,Europe,Europe
1990,1990-06-14 17:00:00,Group Stage,Stadio San Nicola,Bari ,Cameroon,2.0,1.0,Romania,,Italy,1990,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,14,False,False,False,False,1,Africa,Europe,Europe
1990,1990-06-14 17:00:00,Group Stage,Renato Dall Ara,Bologna ,Yugoslavia,1.0,0.0,Colombia,,Italy,1990,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,14,False,False,False,False,1,Europe,South America,Europe
1990,1990-06-14 21:00:00,Group Stage,Stadio Olimpico,Rome ,Italy,1.0,0.0,United States,,Italy,1990,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,14,True,False,False,False,1,Europe,North America,Europe
1990,1990-06-15 17:00:00,Group Stage,Comunale,Florence ,Austria,0.0,1.0,Czechoslovakia,,Italy,1990,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,14,False,False,False,False,1,Europe,Europe,Europe
1990,1990-06-15 21:00:00,Group Stage,Giuseppe Meazza,Milan ,Germany FR,5.0,1.0,United Arab Emirates,,Italy,1990,4.0,Home Win,True,False,False,Rout,Group Stage,False,6.0,14,False,False,False,False,1,Europe,Asia,Europe
1990,1990-06-16 17:00:00,Group Stage,Stadio delle Alpi,Turin ,Brazil,1.0,0.0,Costa Rica,,Italy,1990,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,14,False,False,False,False,1,South America,North America,Europe
1990,1990-06-16 21:00:00,Group Stage,Luigi Ferraris,Genoa ,Sweden,1.0,2.0,Scotland,,Italy,1990,1.0,Away Win,False,True,False,Narrow,Group Stage,False,3.0,14,False,False,False,False,1,Europe,Europe,Europe
1990,1990-06-16 21:00:00,Group Stage,Sant Elia,Cagliari ,England,0.0,0.0,Netherlands,,Italy,1990,0.0,Draw,False,False,True,,Group Stage,False,0.0,14,False,False,False,False,1,Europe,Europe,Europe
1990,1990-06-17 17:00:00,Group Stage,Della Favorita,Palermo ,Republic of Ireland,0.0,0.0,Egypt,,Italy,1990,0.0,Draw,False,False,True,,Group Stage,False,0.0,14,False,False,False,False,1,Europe,Africa,Europe
1990,1990-06-17 21:00:00,Group Stage,Dacia Arena,Udine ,Republic of Korea,1.0,3.0,Spain,,Italy,1990,2.0,Away Win,False,True,False,Clear,Group Stage,False,4.0,14,False,False,False,False,1,Asia,Europe,Europe
1990,1990-06-17 21:00:00,Group Stage,Marc Antonio Bentegodi,Verona ,Belgium,3.0,1.0,Uruguay,,Italy,1990,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,14,False,False,False,False,1,Europe,South America,Europe
