Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Host_Country,Tournament_Decade,Goal_Difference,Match_Outcome,Home_Win,Away_Win,Draw,Winning_Margin,Stage_Normalized,Is_Knockout,Goals_Per_Match,Tournament_Number,Is_Host_Match,Went_To_Extra_Time,Decided_On_Penalties,Went_To_Shootout,Match_Importance,Home_Continent,Away_Continent,Host_Continent
1998,1998-06-22 21:00:00,Group Stage,Stade Municipal,Toulouse ,Romania,2.0,1.0,England,,France,1990,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,16,False,False,False,False,1,Europe,Europe,Europe
1998,1998-06-23 16:00:00,Group Stage,Stade de France,Saint-Denis ,Italy,2.0,1.0,Austria,,France,1990,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,16,False,False,False,False,1,Europe,Europe,Europe
1998,1998-06-23 16:00:00,Group Stage,La Beaujoire,Nantes ,Chile,1.0,1.0,Cameroon,,France,1990,0.0,Draw,False,False,True,,Group Stage,False,2.0,16,False,False,False,False,1,South America,Africa,Europe
1998,1998-06-23 21:00:00,Group Stage,Stade Geoffroy Guichard,Saint-Etienne ,Scotland,0.0,3.0,Morocco,,France,1990,3.0,Away Win,False,True,False,Rout,Group Stage,False,3.0,16,False,False,False,False,1,Europe,Africa,Europe
1998,1998-06-23 21:00:00,Group Stage,Stade V�lodrome,Marseilles ,Brazil,1.0,2.0,Norway,,France,1990,1.0,Away Win,False,True,False,Narrow,Group Stage,False,3.0,16,False,False,False,False,1,South America,Europe,Europe
1998,1998-06-24 16:00:00,Group Stage,Stade de Gerland,Lyon ,France,2.0,1.0,Denmark,,France,1990,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,16,True,False,False,False,1,Europe,Europe,Europe
1998,1998-06-24 16:00:00,Group Stage,Stade du Parc Lescure,Bordeaux ,South Africa,2.0,2.0,Saudi Arabia,,France,1990,0.0,Draw,False,False,True,,Group Stage,False,4.0,16,False,False,False,False,1,Africa,Asia,Europe
1998,1998-06-24 21:00:00,Group Stage,Stade Felix Bollaert,Lens ,Spain,6.0,1.0,Bulgaria,,France,1990,5.0,Home Win,True,False,False,Rout,Group Stage,False,7.0,16,False,False,False,False,1,Europe,Europe,Europe
1998,1998-06-24 21:00:00,Group Stage,Stade Municipal,Toulouse ,Nigeria,1.0,3.0,Paraguay,,France,1990,2.0,Away Win,False,True,False,Clear,Group Stage,False,4.0,16,False,False,False,False,1,Africa,South America,Europe
1998,1998-06-25 16:00:00,Group Stage,Parc des Princes,Paris ,Belgium,1.0,1.0,Republic of Korea,,France,1990,0.0,Draw,False,False,True,,Group Stage,False,2.0,16,False,False,False,False,1,Europe,Asia,Europe
1998,1998-06-25 16:00:00,Group Stage,Stade Geoffroy Guichard,Saint-Etienne ,Netherlands,2.0,2.0,Mexico,,France,1990,0.0,Draw,False,False,True,,Group Stage,False,4.0,16,False,False,False,False,1,Europe,North America,Europe
1998,1998-06-25 21:00:00,Group Stage,La Mosson,Montpellier ,Germany,2.0,0.0,Iran,,France,1990,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,16,False,False,False,False,1,Europe,Asia,Europe
1998,1998-06-25 21:00:00,Group Stage,La Beaujoire,Nantes ,United States,0.0,1.0,Yugoslavia,,France,1990,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,16,False,False,False,False,1,North America,Europe,Europe
1998,1998-06-26 16:00:00,Group Stage,Stade de Gerland,Lyon ,Japan,1.0,2.0,Jamaica,,France,1990,1.0,Away Win,False,True,False,Narrow,Group Stage,False,3.0,16,False,False,False,False,1,Asia,North America,Europe
1998,1998-06-26 16:00:00,Group Stage,Stade du Parc Lescure,Bordeaux ,Argentina,1.0,0.0,Croatia,,France,1990,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,16,False,False,False,False,1,South America,Europe,Europe
1998,1998-06-26 21:00:00,Group Stage,Stade de France,Saint-Denis ,Romania,1.0,1.0,Tunisia,,France,1990,0.0,Draw,False,False,True,,Group Stage,False,2.0,16,False,False,False,False,1,Europe,Africa,Europe
1998,1998-06-26 21:00:00,Group Stage,Stade Felix Bollaert,Lens ,Colombia,0.0,2.0,England,,France,1990,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,16,False,False,False,False,1,South America,Europe,Europe
1998,1998-06-27 16:30:00,Round of 16,Stade V�lodrome,Marseilles ,Italy,1.0,0.0,Norway,,France,1990,1.0,Home Win,True,False,False,Narrow,Round of 16,True,1.0,16,False,False,False,False,3,Europe,Europe,Europe
1998,1998-06-27 21:00:00,Round of 16,Parc des Princes,Paris ,Brazil,4.0,1.0,Chile,,France,1990,3.0,Home Win,True,False,False,Rout,Round of 16,True,5.0,16,False,False,False,False,3,South America,South America,Europe
1998,1998-06-28 16:30:00,Round of 16,Stade Felix Bollaert,Lens ,France,1.0,0.0,Paraguay,France win after extra time,France,1990,1.0,Home Win,True,False,False,Narrow,Round of 16,True,1.0,16,True,True,False,False,3,Europe,South America,Europe
1998,1998-06-28 21:00:00,Round of 16,Stade de France,Saint-Denis ,Nigeria,1.0,4.0,Denmark,,France,1990,3.0,Away Win,False,True,False,Rout,Round of 16,True,5.0,16,False,False,False,False,3,Africa,Europe,Europe
1998,1998-06-29 16:30:00,Round of 16,La Mosson,Montpellier ,Germany,2.0,1.0,Mexico,,France,1990,1.0,Home Win,True,False,False,Narrow,Round of 16,True,3.0,16,False,False,False,False,3,Europe,North America,Europe
1998,1998-06-29 21:00:00,Round of 16,Stade Municipal,Toulouse ,Netherlands,2.0,1.0,Yugoslavia,,France,1990,1.0,Home Win,True,False,False,Narrow,Round of 16,True,3.0,16,False,False,False,False,3,Europe,Europe,Europe
1998,1998-06-30 16:30:00,Round of 16,Stade du Parc Lescure,Bordeaux ,Romania,0.0,1.0,Croatia,,France,1990,1.0,Away Win,False,True,False,Narrow,Round of 16,True,1.0,16,False,False,False,False,3,Europe,Europe,Europe
1998,1998-06-30 21:00:00,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2.0,2.0,England,Argentina win on penalties (4 - 3),France,1990,0.0,Draw,False,False,True,,Round of 16,True,4.0,16,False,False,True,True,3,South America,Europe,Europe
1998,1998-07-03 16:30:00,Quarter-finals,Stade de France,Saint-Denis ,Italy,0.0,0.0,France,France win on penalties (3 - 4),France,1990,0.0,Draw,False,False,True,,Quarter-finals,True,0.0,16,True,False,True,True,4,Europe,Europe,Europe
1998,1998-07-03 21:00:00,Quarter-finals,La Beaujoire,Nantes ,Brazil,3.0,2.0,Denmark,,France,1990,1.0,Home Win,True,False,False,Narrow,Quarter-finals,True,5.0,16,False,False,False,False,4,South America,Europe,Europe
1998,1998-07-04 16:30:00,Quarter-finals,Stade V�lodrome,Marseilles ,Netherlands,2.0,1.0,Argentina,,France,1990,1.0,Home Win,True,False,False,Narrow,Quarter-finals,True,3.0,16,False,False,False,False,4,Europe,South America,Europe
1998,1998-07-04 21:00:00,Quarter-finals,Stade de Gerland,Lyon ,Germany,0.0,3.0,Croatia,,France,1990,3.0,Away Win,False,True,False,Rout,Quarter-finals,True,3.0,16,False,False,False,False,4,Europe,Europe,Europe
1998,1998-07-07 21:00:00,Semi-finals,Stade V�lodrome,Marseilles ,Brazil,1.0,1.0,Netherlands,Brazil win on penalties (4 - 2),France,1990,0.0,Draw,False,False,True,,Semi-finals,True,2.0,16,False,False,True,True,6,South America,Europe,Europe
1998,1998-07-08 21:00:00,Semi-finals,Stade de France,Saint-Denis ,France,2.0,1.0,Croatia,,France,1990,1.0,Home Win,True,False,False,Narrow,Semi-finals,True,3.0,16,True,False,False,False,6,Europe,Europe,Europe
1998,1998-07-11 21:00:00,Third Place Match,Parc des Princes,Paris ,Netherlands,1.0,2.0,Croatia,,France,1990,1.0,Away Win,False,True,False,Narrow,Third Place Match,True,3.0,16,False,False,False,False,5,Europe,Europe,Europe
1998,1998-07-12 21:00:00,Final,Stade de France,Saint-Denis ,Brazil,0.0,3.0,France,,France,1990,3.0,Away Win,False,True,False,Rout,Final,True,3.0,16,True,False,False,False,7,South America,Europe,Europe
2002,2002-05-31 20:30:00,Group Stage,Seoul World Cup Stadium,Seoul ,France,0.0,1.0,Senegal,,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,17,False,False,False,False,1,Europe,Africa,Asia
2002,2002-06-01 18:00:00,Group Stage,Munsu Football Stadium,Ulsan ,Uruguay,1.0,2.0,Denmark,,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Group Stage,False,3.0,17,False,False,False,False,1,South America,Europe,Asia
2002,2002-06-01 15:30:00,Group Stage,Niigata Stadium Big Swan,Niigata ,Republic of Ireland,1.0,1.0,Cameroon,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,2.0,17,False,False,False,False,1,Europe,Africa,Asia
2002,2002-06-01 20:30:00,Group Stage,Sapporo Dome,Sapporo ,Germany,8.0,0.0,Saudi Arabia,,Republic of Korea/Japan,2000,8.0,Home Win,True,False,False,Rout,Group Stage,False,8.0,17,False,False,False,False,1,Europe,Asia,Asia
2002,2002-06-02 14:30:00,Group Stage,Kashima Stadium,Ibaraki ,Argentina,1.0,0.0,Nigeria,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,17,False,False,False,False,1,South America,Africa,Asia
2002,2002-06-02 16:30:00,Group Stage,Busan Asiad Main Stadium,Busan ,Paraguay,2.0,2.0,South Africa,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,4.0,17,False,False,False,False,1,South America,Africa,Asia
2002,2002-06-02 18:30:00,Group Stage,Saitama Stadium 2002,Saitama ,England,1.0,1.0,Sweden,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,2.0,17,False,False,False,False,1,Europe,Europe,Asia
2002,2002-06-02 20:30:00,Group Stage,Gwangju World Cup Stadium,Gwangju ,Spain,3.0,1.0,Slovenia,,Republic of Korea/Japan,2000,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,17,False,False,False,False,1,Europe,Europe,Asia
2002,,Group Stage,Munsu Football Stadium,Ulsan ,Brazil,2.0,1.0,Turkey,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,17,False,False,False,False,1,South America,Europe,Asia
2002,2002-06-03 20:30:00,Group Stage,Sapporo Dome,Sapporo ,Italy,2.0,0.0,Ecuador,,Republic of Korea/Japan,2000,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,17,False,False,False,False,1,Europe,South America,Asia
2002,2002-06-03 15:30:00,Group Stage,Niigata Stadium Big Swan,Niigata ,Croatia,0.0,1.0,Mexico,,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,17,False,False,False,False,1,Europe,North America,Asia
2002,,Group Stage,Gwangju World Cup Stadium,Gwangju ,China PR,0.0,2.0,Costa Rica,,Republic of Korea/Japan,2000,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,17,False,False,False,False,1,Asia,North America,Asia
2002,,Group Stage,Saitama Stadium 2002,Saitama ,Japan,2.0,2.0,Belgium,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,4.0,17,True,False,False,False,1,Asia,Europe,Asia
2002,2002-06-04 20:30:00,Group Stage,Busan Asiad Main Stadium,Busan ,Republic of Korea,2.0,0.0,Poland,,Republic of Korea/Japan,2000,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,17,True,False,False,False,1,Asia,Europe,Asia
2002,2002-06-05 15:30:00,Group Stage,Kobe Wing Stadium,Kobe ,Russia,2.0,0.0,Tunisia,,Republic of Korea/Japan,2000,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,17,False,False,False,False,1,Europe,Africa,Asia
2002,2002-06-05 18:00:00,Group Stage,Suwon World Cup Stadium,Suwon ,United States,3.0,2.0,Portugal,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,5.0,17,False,False,False,False,1,North America,Europe,Asia
2002,2002-06-05 20:30:00,Group Stage,Kashima Stadium,Ibaraki ,Germany,1.0,1.0,Republic of Ireland,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,2.0,17,False,False,False,False,1,Europe,Europe,Asia
2002,2002-06-06 15:30:00,Group Stage,Daegu World Cup Stadium,Daegu ,Denmark,1.0,1.0,Senegal,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,2.0,17,False,False,False,False,1,Europe,Africa,Asia
2002,2002-06-06 18:00:00,Group Stage,Saitama Stadium 2002,Saitama ,Cameroon,1.0,0.0,Saudi Arabia,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,17,False,False,False,False,1,Africa,Asia,Asia
2002,2002-06-06 20:30:00,Group Stage,Busan Asiad Main Stadium,Busan ,France,0.0,0.0,Uruguay,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,0.0,17,False,False,False,False,1,Europe,South America,Asia
2002,2002-06-07 15:30:00,Group Stage,Kobe Wing Stadium,Kobe ,Sweden,2.0,1.0,Nigeria,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,17,False,False,False,False,1,Europe,Africa,Asia
2002,2002-06-07 20:30:00,Group Stage,Sapporo Dome,Sapporo ,Argentina,0.0,1.0,England,,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,17,False,False,False,False,1,South America,Europe,Asia
2002,,Group Stage,Jeonju World Cup Stadium,Jeonju ,Spain,3.0,1.0,Paraguay,,Republic of Korea/Japan,2000,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,17,False,False,False,False,1,Europe,South America,Asia
2002,2002-06-08 15:30:00,Group Stage,Daegu World Cup Stadium,Daegu ,South Africa,1.0,0.0,Slovenia,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,17,False,False,False,False,1,Africa,Europe,Asia
2002,2002-06-08 20:30:00,Group Stage,Jeju World Cup Stadium,Jeju ,Brazil,4.0,0.0,China PR,,Republic of Korea/Japan,2000,4.0,Home Win,True,False,False,Rout,Group Stage,False,4.0,17,False,False,False,False,1,South America,Asia,Asia
2002,,Group Stage,Kashima Stadium,Ibaraki ,Italy,1.0,2.0,Croatia,,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Group Stage,False,3.0,17,False,False,False,False,1,Europe,Europe,Asia
2002,2002-06-09 18:00:00,Group Stage,Incheon Football Stadium,Incheon ,Costa Rica,1.0,1.0,Turkey,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,2.0,17,False,False,False,False,1,North America,Europe,Asia
2002,2002-06-09 20:30:00,Group Stage,International Stadium Yokohama,Yokohama ,Japan,1.0,0.0,Russia,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,17,True,False,False,False,1,Asia,Europe,Asia
2002,2002-06-09 15:30:00,Group Stage,Miyagi Stadium,Rifu ,Mexico,2.0,1.0,Ecuador,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,17,False,False,False,False,1,North America,South America,Asia
2002,2002-06-10 15:30:00,Group Stage,Daegu World Cup Stadium,Daegu ,Republic of Korea,1.0,1.0,United States,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,2.0,17,True,False,False,False,1,Asia,North America,Asia
2002,2002-06-10 20:30:00,Group Stage,Jeonju World Cup Stadium,Jeonju ,Portugal,4.0,0.0,Poland,,Republic of Korea/Japan,2000,4.0,Home Win,True,False,False,Rout,Group Stage,False,4.0,17,False,False,False,False,1,Europe,Europe,Asia
2002,2002-06-10 18:00:00,Group Stage,Oita Stadium Big Eye,Oita ,Tunisia,1.0,1.0,Belgium,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,2.0,17,False,False,False,False,1,Africa,Europe,Asia
2002,2002-06-11 15:30:00,Group Stage,Incheon Football Stadium,Incheon ,Denmark,2.0,0.0,France,,Republic of Korea/Japan,2000,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,17,False,False,False,False,1,Europe,Europe,Asia
2002,,Group Stage,Suwon World Cup Stadium,Suwon ,Senegal,3.0,3.0,Uruguay,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,6.0,17,False,False,False,False,1,Africa,South America,Asia
2002,2002-06-11 20:30:00,Group Stage,International Stadium Yokohama,Yokohama ,Saudi Arabia,0.0,3.0,Republic of Ireland,,Republic of Korea/Japan,2000,3.0,Away Win,False,True,False,Rout,Group Stage,False,3.0,17,False,False,False,False,1,Asia,Europe,Asia
2002,2002-06-11 20:30:00,Group Stage,Shizuoka Stadium Ecopa,Shizuoka ,Cameroon,0.0,2.0,Germany,,Republic of Korea/Japan,2000,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,17,False,False,False,False,1,Africa,Europe,Asia
2002,2002-06-12 15:30:00,Group Stage,Miyagi Stadium,Rifu ,Sweden,1.0,1.0,Argentina,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,2.0,17,False,False,False,False,1,Europe,South America,Asia
2002,2002-06-12 15:30:00,Group Stage,Osaka Nagai Stadium,Osaka ,Nigeria,0.0,0.0,England,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,0.0,17,False,False,False,False,1,Africa,Europe,Asia
2002,2002-06-12 20:30:00,Group Stage,Jeju World Cup Stadium,Jeju ,Slovenia,1.0,3.0,Paraguay,,Republic of Korea/Japan,2000,2.0,Away Win,False,True,False,Clear,Group Stage,False,4.0,17,False,False,False,False,1,Europe,South America,Asia
2002,2002-06-12 20:30:00,Group Stage,Daejeon World Cup Stadium,Daejeon ,South Africa,2.0,3.0,Spain,,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Group Stage,False,5.0,17,False,False,False,False,1,Africa,Europe,Asia
2002,2002-06-13 15:30:00,Group Stage,Suwon World Cup Stadium,Suwon ,Costa Rica,2.0,5.0,Brazil,,Republic of Korea/Japan,2000,3.0,Away Win,False,True,False,Rout,Group Stage,False,7.0,17,False,False,False,False,1,North America,South America,Asia
2002,2002-06-13 15:30:00,Group Stage,Seoul World Cup Stadium,Seoul ,Turkey,3.0,0.0,China PR,,Republic of Korea/Japan,2000,3.0,Home Win,True,False,False,Rout,Group Stage,False,3.0,17,False,False,False,False,1,Europe,Asia,Asia
2002,2002-06-13 20:30:00,Group Stage,International Stadium Yokohama,Yokohama ,Ecuador,1.0,0.0,Croatia,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,17,False,False,False,False,1,South America,Europe,Asia
2002,2002-06-13 20:30:00,Group Stage,Oita Stadium Big Eye,Oita ,Mexico,1.0,1.0,Italy,,Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Group Stage,False,2.0,17,False,False,False,False,1,North America,Europe,Asia
2002,2002-06-14 15:30:00,Group Stage,Osaka Nagai Stadium,Osaka ,Tunisia,0.0,2.0,Japan,,Republic of Korea/Japan,2000,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,17,True,False,False,False,1,Africa,Asia,Asia
2002,2002-06-14 20:30:00,Group Stage,Incheon Football Stadium,Incheon ,Portugal,0.0,1.0,Republic of Korea,,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,17,True,False,False,False,1,Europe,Asia,Asia
2002,2002-06-14 20:30:00,Group Stage,Daejeon World Cup Stadium,Daejeon ,Poland,3.0,1.0,United States,,Republic of Korea/Japan,2000,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,17,False,False,False,False,1,Europe,North America,Asia
2002,2002-06-14 15:30:00,Group Stage,Shizuoka Stadium Ecopa,Shizuoka ,Belgium,3.0,2.0,Russia,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,5.0,17,False,False,False,False,1,Europe,Europe,Asia
2002,2002-06-15 20:30:00,Round of 16,Niigata Stadium Big Swan,Niigata ,Denmark,0.0,3.0,England,,Republic of Korea/Japan,2000,3.0,Away Win,False,True,False,Rout,Round of 16,True,3.0,17,False,False,False,False,3,Europe,Europe,Asia
2002,2002-06-15 15:30:00,Round of 16,Jeju World Cup Stadium,Jeju ,Germany,1.0,0.0,Paraguay,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Round of 16,True,1.0,17,False,False,False,False,3,Europe,South America,Asia
2002,2002-06-16 20:30:00,Round of 16,Suwon World Cup Stadium,Suwon ,Spain,1.0,1.0,Republic of Ireland,Spain win on penalties (3 - 2),Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Round of 16,True,2.0,17,False,False,True,True,3,Europe,Europe,Asia
2002,2002-06-16 15:30:00,Round of 16,Oita Stadium Big Eye,Oita ,Sweden,1.0,2.0,Senegal,Win on Golden Goal,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Round of 16,True,3.0,17,False,False,False,False,3,Europe,Africa,Asia
2002,2002-06-17 20:30:00,Round of 16,Kobe Wing Stadium,Kobe ,Brazil,2.0,0.0,Belgium,,Republic of Korea/Japan,2000,2.0,Home Win,True,False,False,Clear,Round of 16,True,2.0,17,False,False,False,False,3,South America,Europe,Asia
2002,,Round of 16,Jeonju World Cup Stadium,Jeonju ,Mexico,0.0,2.0,United States,,Republic of Korea/Japan,2000,2.0,Away Win,False,True,False,Clear,Round of 16,True,2.0,17,False,False,False,False,3,North America,North America,Asia
2002,2002-06-18 15:30:00,Round of 16,Miyagi Stadium,Rifu ,Japan,0.0,1.0,Turkey,,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Round of 16,True,1.0,17,True,False,False,False,3,Asia,Europe,Asia
2002,2002-06-18 20:30:00,Round of 16,Daejeon World Cup Stadium,Daejeon ,Republic of Korea,2.0,1.0,Italy,Win on Golden Goal,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Round of 16,True,3.0,17,True,False,False,False,3,Asia,Europe,Asia
2002,2002-06-21 15:30:00,Quarter-finals,Shizuoka Stadium Ecopa,Shizuoka ,England,1.0,2.0,Brazil,,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Quarter-finals,True,3.0,17,False,False,False,False,4,Europe,South America,Asia
2002,2002-06-21 20:30:00,Quarter-finals,Munsu Football Stadium,Ulsan ,Germany,1.0,0.0,United States,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Quarter-finals,True,1.0,17,False,False,False,False,4,Europe,North America,Asia
2002,2002-06-22 20:30:00,Quarter-finals,Osaka Nagai Stadium,Osaka ,Senegal,0.0,1.0,Turkey,Win on Golden Goal,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Quarter-finals,True,1.0,17,False,False,False,False,4,Africa,Europe,Asia
2002,2002-06-22 15:30:00,Quarter-finals,Gwangju World Cup Stadium,Gwangju ,Spain,0.0,0.0,Republic of Korea,Korea Republic win on penalties (3 - 5),Republic of Korea/Japan,2000,0.0,Draw,False,False,True,,Quarter-finals,True,0.0,17,True,False,True,True,4,Europe,Asia,Asia
2002,2002-06-25 20:30:00,Semi-finals,Seoul World Cup Stadium,Seoul ,Germany,1.0,0.0,Republic of Korea,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Semi-finals,True,1.0,17,True,False,False,False,6,Europe,Asia,Asia
2002,2002-06-26 20:30:00,Semi-finals,Saitama Stadium 2002,Saitama ,Brazil,1.0,0.0,Turkey,,Republic of Korea/Japan,2000,1.0,Home Win,True,False,False,Narrow,Semi-finals,True,1.0,17,False,False,False,False,6,South America,Europe,Asia
2002,2002-06-29 20:00:00,Third Place Match,Daegu World Cup Stadium,Daegu ,Republic of Korea,2.0,3.0,Turkey,,Republic of Korea/Japan,2000,1.0,Away Win,False,True,False,Narrow,Third Place Match,True,5.0,17,True,False,False,False,5,Asia,Europe,Asia
2002,2002-06-30 20:00:00,Final,International Stadium Yokohama,Yokohama ,Germany,0.0,2.0,Brazil,,Republic of Korea/Japan,2000,2.0,Away Win,False,True,False,Clear,Final,True,2.0,17,False,False,False,False,7,Europe,South America,Asia
2006,2006-06-09 18:00:00,Group Stage,"FIFA World Cup Stadium, Munich",Munich ,Germany,4.0,2.0,Costa Rica,,Germany,2000,2.0,Home Win,True,False,False,Clear,Group Stage,False,6.0,18,True,False,False,False,1,Europe,North America,Europe
2006,2006-06-09 21:00:00,Group Stage,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Poland,0.0,2.0,Ecuador,,Germany,2000,2.0,Away Win,False,True,False,Clear,Group Stage,False,2.0,18,False,False,False,False,1,Europe,South America,Europe
2006,2006-06-10 15:00:00,Group Stage,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,England,1.0,0.0,Paraguay,,Germany,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,1.0,18,False,False,False,False,1,Europe,South America,Europe
2006,2006-06-10 18:00:00,Group Stage,"FIFA World Cup Stadium, Dortmund",Dortmund ,Trinidad and Tobago,0.0,0.0,Sweden,,Germany,2000,0.0,Draw,False,False,True,,Group Stage,False,0.0,18,False,False,False,False,1,North America,Europe,Europe
2006,2006-06-10 21:00:00,Group Stage,"FIFA World Cup Stadium, Hamburg",Hamburg ,Argentina,2.0,1.0,Ivory Coast,,Germany,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,18,False,False,False,False,1,South America,Africa,Europe
2006,2006-06-11 15:00:00,Group Stage,Zentralstadion,Leipzig ,Serbia and Montenegro,0.0,1.0,Netherlands,,Germany,2000,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,18,False,False,False,False,1,Europe,Europe,Europe
2006,2006-06-11 18:00:00,Group Stage,Franken-Stadion,Nuremberg ,Mexico,3.0,1.0,Iran,,Germany,2000,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,18,False,False,False,False,1,North America,Asia,Europe
2006,2006-06-11 21:00:00,Group Stage,"FIFA World Cup Stadium, Cologne",Cologne ,Angola,0.0,1.0,Portugal,,Germany,2000,1.0,Away Win,False,True,False,Narrow,Group Stage,False,1.0,18,False,False,False,False,1,Africa,Europe,Europe
2006,2006-06-12 15:00:00,Group Stage,Fritz-Walter-Stadion,Kaiserslautern ,Australia,3.0,1.0,Japan,,Germany,2000,2.0,Home Win,True,False,False,Clear,Group Stage,False,4.0,18,False,False,False,False,1,Oceania,Asia,Europe
2006,2006-06-12 18:00:00,Group Stage,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,United States,0.0,3.0,Czechia,,Germany,2000,3.0,Away Win,False,True,False,Rout,Group Stage,False,3.0,18,False,False,False,False,1,North America,Europe,Europe
2006,2006-06-12 21:00:00,Group Stage,"FIFA World Cup Stadium, Hanover",Hanover ,Italy,2.0,0.0,Ghana,,Germany,2000,2.0,Home Win,True,False,False,Clear,Group Stage,False,2.0,18,False,False,False,False,1,Europe,Africa,Europe
2006,2006-06-13 15:00:00,Group Stage,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Republic of Korea,2.0,1.0,Togo,,Germany,2000,1.0,Home Win,True,False,False,Narrow,Group Stage,False,3.0,18,False,False,False,False,1,Asia,Africa,Europe
